WITTCASE NUMBER: HA000169
SAMPLE NUMBER:   26
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  AO     	  AO'		  MPA     	  MPA'		
 74.89   	 -20.35		 14.16   	  15.26		
 74.81   	 -20.35		 14.22   	 -15.26		
 74.73   	 -25.43		 14.16   	  10.17		
 74.63   	 -15.26		 14.20   	   5.09		
 74.57   	 -10.17		 14.22   	 -35.61		
 74.53   	 -10.17		 14.08   	 -10.17		
 74.49   	 -10.17		 14.04   	 -10.17		
 74.45   	 -10.17		 14.00   	 -45.78		
 74.40   	 -10.17		 13.81   	 -30.52		
 74.36   	 -15.26		 13.69   	  -5.09		
 74.30   	 -20.35		 13.67   	 -30.52		
 74.22   	 -20.35		 13.55   	 -30.52		
 74.14   	 -25.43		 13.43   	  -5.09		
 74.04   	 -25.43		 13.41   	 -15.26		
 73.94   	 -25.43		 13.35   	 -15.26		
 73.83   	 -25.43		 13.29   	  -5.09		
 73.73   	 -25.43		 13.27   	  -5.09		
 73.63   	 -20.35		 13.25   	 -15.26		
 73.55   	 -15.26		 13.18   	 -20.35		
 73.49   	 -20.35		 13.10   	  20.35		
 73.41   	 -15.26		 13.18   	 -10.17		
 73.35   	 -15.26		 13.14   	 -45.78		
 73.29   	 -15.26		 12.96   	  20.35		
 73.22   	 -20.35		 13.04   	  25.43		
 73.14   	 -15.26		 13.14   	 -25.43		
 73.08   	 -30.52		 13.04   	 -15.26		
 72.96   	 -35.61		 12.98   	  10.17		
 72.82   	 -30.52		 13.02   	  30.52		
 72.70   	 -40.69		 13.14   	  -5.09		
 72.53   	 -35.61		 13.12   	 -40.69		
 72.39   	 -40.69		 12.96   	  -5.09		
 72.23   	 -25.43		 12.94   	  10.17		
 72.13   	 -30.52		 12.98   	 -15.26		
 72.00   	 -20.35		 12.92   	 -35.61		
 71.92   	 -20.35		 12.78   	 -30.52		
 71.84   	 -20.35		 12.66   	 -15.26		
 71.76   	 -25.43		 12.59   	   0.00		
 71.66   	 -30.52		 12.59   	  30.52		
 71.54   	 -30.52		 12.72   	  35.61		
 71.41   	 -35.61		 12.86   	  25.43		
 71.27   	 -40.69		 12.96   	   5.09		
 71.11   	 -45.78		 12.98   	   5.09		
 70.93   	 -45.78		 13.00   	  -5.09		
 70.74   	 -40.69		 12.98   	 -15.26		
 70.58   	 -40.69		 12.92   	 -10.17		
 70.42   	 -30.52		 12.88   	   0.00		
 70.29   	 -35.61		 12.88   	 -20.35		
 70.15   	 -30.52		 12.80   	 -15.26		
 70.03   	 -25.43		 12.74   	 -20.35		
 69.93   	 -30.52		 12.66   	 -30.52		
 69.81   	 -30.52		 12.53   	 -50.86		
 69.68   	 -35.61		 12.33   	 -50.86		
 69.54   	 -40.69		 12.13   	 -66.12		
 69.38   	 -40.69		 11.86   	 -76.30		
 69.22   	 -35.61		 11.56   	 -76.30		
 69.07   	 -40.69		 11.25   	 -71.21		
 68.91   	 -35.61		 10.97   	 -45.78		
 68.77   	 -40.69		 10.78   	 -25.43		
 68.61   	 -35.61		 10.68   	   0.00		
 68.46   	 -35.61		 10.68   	  30.52		
 68.32   	 -40.69		 10.80   	  71.21		
 68.16   	 -35.61		 11.09   	 111.90		
 68.02   	 -35.61		 11.54   	 132.25		
 67.87   	 -35.61		 12.07   	 122.07		
 67.73   	 -35.61		 12.55   	 147.51		
 67.59   	 -35.61		 13.14   	 188.20		
 67.45   	 -35.61		 13.90   	  86.47		
 67.30   	 -81.38		 14.24   	   5.09		
 66.98   	 -35.61		 14.26   	 -10.17		
 66.84   	 -40.69		 14.22   	-137.33		
 66.67   	 -40.69		 13.67   	-152.59		
 66.51   	 -40.69		 13.06   	-142.42		
 66.35   	 -40.69		 12.49   	-127.16		
 66.18   	 -35.61		 11.98   	-106.82		
 66.04   	 -40.69		 11.56   	 -91.56		
 65.88   	 -35.61		 11.19   	 -40.69		
 65.74   	 -30.52		 11.03   	  45.78		
 65.62   	 -30.52		 11.21   	 142.42		
 65.49   	 -30.52		 11.78   	 239.06		
 65.37   	 -30.52		 12.74   	 223.80		
 65.25   	 -25.43		 13.63   	 178.03		
 65.15   	 -25.43		 14.34   	 381.48		
 65.05   	 -35.61		 15.87   	 747.71		
 64.90   	 -30.52		 18.86   	1032.55		
 64.78   	 -35.61		 22.99   	1312.30		
 64.64   	 -35.61		 28.24   	 742.62		
 64.50   	 -30.52		 31.21   	-208.54		
 64.37   	 -35.61		 30.38   	 284.84		
 64.23   	 -35.61		 31.52   	 -10.17		
 64.09   	 -35.61		 31.47   	-1103.76		
 63.95   	 -30.52		 27.06   	-905.39		
 63.82   	 -30.52		 23.44   	-788.40		
 63.70   	 -45.78		 20.28   	-1174.97		
 63.52   	 -25.43		 15.58   	 264.50		
 63.42   	 -25.43		 16.64   	 808.75		
 63.32   	 -30.52		 19.88   	1291.96		
 63.19   	 -35.61		 25.05   	1373.34		
 63.05   	 -35.61		 30.54   	1083.41		
 62.91   	 -40.69		 34.87   	1063.07		
 62.75   	 -35.61		 39.12   	1174.97		
 62.60   	 -30.52		 43.82   	 707.02		
 62.48   	 -25.43		 46.65   	-244.15		
 62.38   	 -20.35		 45.68   	-1134.28		
 62.30   	 -20.35		 41.14   	-1770.08		
 62.22   	 -15.26		 34.06   	-1790.43		
 62.16   	 -15.26		 26.90   	-1119.02		
 62.10   	 -25.43		 22.42   	-513.73		
 61.99   	 -25.43		 20.37   	-442.52		
 61.89   	 -25.43		 18.60   	-513.73		
 61.79   	 -15.26		 16.54   	-152.59		
 61.73   	   0.00		 15.93   	 518.82		
 61.73   	  15.26		 18.01   	 900.30		
 61.79   	  45.78		 21.61   	 813.83		
 61.97   	  86.47		 24.86   	 722.28		
 62.32   	 157.68		 27.75   	 732.45		
 62.95   	 289.93		 30.68   	 595.11		
 64.11   	 478.13		 33.06   	 289.93		
 66.02   	1505.59		 34.22   	 478.13		
 72.04   	 803.66		 36.13   	 -45.78		
 75.26   	 625.63		 35.95   	  81.38		
 77.76   	 371.31		 36.28   	 111.90		
 79.25   	 132.25		 36.72   	  71.21		
 79.78   	  10.17		 37.01   	 167.85		
 79.82   	  20.35		 37.68   	  10.17		
 79.90   	 116.99		 37.72   	 -15.26		
 80.37   	 249.24		 37.66   	 -81.38		
 81.36   	 361.14		 37.33   	-325.53		
 82.81   	 432.35		 36.03   	-295.01		
 84.54   	 427.26		 34.85   	 350.97		
 86.25   	 391.66		 36.26   	 590.03		
 87.81   	 335.71		 38.62   	  25.43		
 89.16   	 279.75		 38.72   	-289.93		
 90.27   	 249.24		 37.56   	 -96.64		
 91.27   	 254.32		 37.17   	   0.00		
 92.29   	 269.58		 37.17   	 -91.56		
 93.37   	 310.27		 36.81   	 157.68		
 94.61   	 350.97		 37.44   	 442.52		
 96.01   	 356.05		 39.21   	 366.22		
 97.44   	 345.88		 40.67   	 254.32		
 98.82   	 320.45		 41.69   	 218.72		
100.10   	 279.75		 42.56   	 289.93		
101.22   	 239.06		 43.72   	 330.62		
102.18   	 391.66		 45.05   	 289.93		
103.74   	 167.85		 46.21   	-162.77		
104.41   	 157.68		 45.55   	-269.58		
105.05   	 157.68		 44.48   	-310.27		
105.68   	 162.77		 43.23   	-218.72		
106.33   	 137.33		 42.36   	-111.90		
106.88   	 116.99		 41.91   	 -96.64		
107.34   	  81.38		 41.53   	-111.90		
107.67   	  40.69		 41.08   	-116.99		
107.83   	   5.09		 40.61   	 -96.64		
107.85   	 -15.26		 40.22   	 -35.61		
107.79   	 -30.52		 40.08   	 -10.17		
107.67   	 -40.69		 40.04   	 -55.95		
107.51   	 -45.78		 39.82   	 -81.38		
107.32   	 -45.78		 39.49   	 -35.61		
107.14   	 -40.69		 39.35   	   0.00		
106.98   	 -45.78		 39.35   	  10.17		
106.80   	 -50.86		 39.39   	  15.26		
106.59   	 -55.95		 39.45   	 -10.17		
106.37   	 -61.04		 39.41   	 -55.95		
106.12   	 -66.12		 39.19   	 -61.04		
105.86   	 -76.30		 38.94   	-137.33		
105.55   	 -76.30		 38.39   	-218.72		
105.25   	 -76.30		 37.52   	-218.72		
104.94   	 -71.21		 36.64   	-254.32		
104.66   	-157.68		 35.63   	-701.93		
104.03   	 -91.56		 32.82   	-442.52		
103.66   	 -96.64		 31.05   	-386.57		
103.28   	 -96.64		 29.50   	-366.22		
102.89   	-106.82		 28.04   	-417.09		
102.46   	-106.82		 26.37   	-305.19		
102.03   	-111.90		 25.15   	-188.20		
101.59   	-122.07		 24.39   	 152.59		
101.10   	-122.07		 25.00   	 676.50		
100.61   	-137.33		 27.71   	 701.93		
100.06   	-147.51		 30.52   	 569.68		
 99.47   	-152.59		 32.80   	 412.00		
 98.86   	-167.85		 34.45   	 116.99		
 98.19   	-178.03		 34.91   	 -76.30		
 97.48   	-193.29		 34.61   	-188.20		
 96.70   	-203.46		 33.86   	-249.24		
 95.89   	-218.72		 32.86   	-305.19		
 95.01   	-228.89		 31.64   	-295.01		
 94.10   	-223.80		 30.46   	-213.63		
 93.20   	-218.72		 29.60   	-157.68		
 92.33   	-208.54		 28.97   	-137.33		
 91.50   	-178.03		 28.42   	-106.82		
 90.78   	-152.59		 28.00   	 -76.30		
 90.17   	-127.16		 27.69   	 -71.21		
 89.66   	-106.82		 27.41   	 -61.04		
 89.24   	 -91.56		 27.16   	 -25.43		
 88.87   	-101.73		 27.06   	 -30.52		
 88.46   	-127.16		 26.94   	 -40.69		
 87.95   	-142.42		 26.78   	 -20.35		
 87.39   	-162.77		 26.69   	 -25.43		
 86.73   	-162.77		 26.59   	 -35.61		
 86.08   	-162.77		 26.45   	 -30.52		
 85.43   	-152.59		 26.33   	 -35.61		
 84.82   	-142.42		 26.19   	 -71.21		
 84.25   	-132.25		 25.90   	-111.90		
 83.72   	-122.07		 25.45   	-132.25		
 83.23   	-122.07		 24.92   	-127.16		
 82.75   	-122.07		 24.41   	-147.51		
 82.26   	-122.07		 23.82   	-172.94		
 81.77   	-116.99		 23.13   	-157.68		
 81.30   	-116.99		 22.50   	-101.73		
 80.83   	-111.90		 22.10   	 -45.78		
 80.39   	-106.82		 21.91   	  15.26		
 79.96   	 -96.64		 21.97   	  76.30		
 79.57   	 -91.56		 22.28   	 127.16		
 79.21   	 -81.38		 22.79   	 137.33		
 78.88   	 -81.38		 23.34   	 122.07		
 78.56   	 -76.30		 23.82   	 101.73		
 78.25   	 -76.30		 24.23   	  71.21		
 77.94   	 -71.21		 24.52   	  10.17		
 77.66   	 -66.12		 24.56   	 -66.12		Beg---------
 77.40   	 -55.95		 24.29   	-127.16		
 77.17   	 -61.04		 23.78   	-172.94		
 76.93   	 -55.95		 23.09   	-218.72		
 76.70   	 -50.86		 22.22   	-208.54		
 76.50   	 -50.86		 21.38   	-157.68		
 76.30   	 -50.86		 20.75   	-132.25		
 76.09   	 -50.86		 20.22   	-106.82		
 75.89   	 -45.78		 19.80   	 -55.95		
 75.71   	 -50.86		 19.57   	 -25.43		
 75.50   	 -50.86		 19.47   	  10.17		
 75.30   	 -50.86		 19.51   	  50.86		
 75.10   	 -50.86		 19.72   	  76.30		
 74.89   	 -45.78		 20.02   	 106.82		
 74.71   	 -40.69		 20.45   	 183.11		
 74.55   	 -45.78		 21.18   	 193.29		
 74.36   	 -35.61		 21.95   	 116.99		
 74.22   	 -30.52		 22.42   	 -66.12		
 74.10   	 -25.43		 22.16   	-249.24		
 74.00   	 -25.43		 21.16   	-274.67		
 73.90   	 -20.35		 20.06   	-305.19		
 73.81   	 -30.52		 18.84   	-371.31		
 73.69   	 -30.52		 17.35   	-381.48		
 73.57   	 -20.35		 15.83   	-350.97		
 73.49   	 -20.35		 14.43   	-300.10		
 73.41   	 -25.43		 13.22   	-218.72		
 73.31   	 -20.35		 12.35   	-111.90		
 73.22   	 -25.43		 11.90   	 -10.17		
 73.12   	 -20.35		 11.86   	  66.12		
 73.04   	 -15.26		 12.13   	 132.25		
 72.98   	 -10.17		 12.66   	 188.20		
 72.94   	  -5.09		 13.41   	 208.54		
 72.92   	 -10.17		 14.24   	 183.11		
 72.88   	  -5.09		 14.97   	 152.59		
 72.86   	 -10.17		 15.58   	 101.73		
 72.82   	 -10.17		 15.99   	  50.86		
 72.78   	 -10.17		 16.20   	  10.17		
 72.74   	 -20.35		 16.24   	 -55.95		
 72.65   	 -25.43		 16.01   	-106.82		
 72.55   	 -25.43		 15.58   	-137.33		
 72.45   	 -25.43		 15.04   	-152.59		
 72.35   	 -30.52		 14.43   	-152.59		
 72.23   	 -25.43		 13.81   	-147.51		
 72.13   	 -15.26		 13.22   	-142.42		
 72.06   	 -10.17		 12.66   	-111.90		
 72.02   	 -10.17		 12.21   	 -86.47		
 71.98   	  -5.09		 11.86   	 -61.04		
 71.96   	   0.00		 11.62   	 -25.43		
 71.96   	  -5.09		 11.52   	   0.00		
 71.94   	 -10.17		 11.52   	  15.26		
 71.90   	 -15.26		 11.58   	  35.61		
 71.84   	 -20.35		 11.72   	  40.69		
 71.76   	 -25.43		 11.88   	  30.52		
 71.66   	 -20.35		 12.00   	  30.52		
 71.58   	 -25.43		 12.13   	  15.26		
 71.47   	 -20.35		 12.19   	   5.09		
 71.39   	 -20.35		 12.21   	 -15.26		
 71.31   	 -15.26		 12.15   	 -30.52		
 71.25   	 -15.26		 12.02   	 -40.69		
 71.19   	 -15.26		 11.86   	 -40.69		
 71.13   	 -15.26		 11.70   	 -50.86		
 71.07   	 -15.26		 11.50   	 -45.78		
 71.01   	 -15.26		 11.31   	 -45.78		
 70.95   	 -20.35		 11.13   	 -40.69		
 70.86   	 -25.43		 10.97   	 -30.52		
 70.76   	 -25.43		 10.84   	 -30.52		
 70.66   	 -30.52		 10.72   	 -20.35		
 70.54   	 -30.52		 10.64   	 -15.26		
 70.42   	 -25.43		 10.58   	 -15.26		
 70.32   	 -20.35		 10.52   	 -10.17		
 70.23   	 -25.43		 10.48   	 -10.17		
 70.13   	 -20.35		 10.44   	  -5.09		
 70.05   	 -25.43		 10.42   	  -5.09		
 69.95   	 -15.26		 10.40   	 -10.17		
 69.89   	 -20.35		 10.36   	  -5.09		
 69.81   	 -20.35		 10.34   	  -5.09		
 69.73   	 -20.35		 10.32   	 -10.17		
 69.64   	 -25.43		 10.27   	 -10.17		
 69.54   	 -25.43		 10.23   	 -30.52		
 69.44   	 -30.52		 10.11   	 -30.52		
 69.32   	 -30.52		  9.99   	 -30.52		
 69.20   	 -35.61		  9.87   	 -30.52		
 69.05   	 -35.61		  9.75   	   5.09		
 68.91   	 -35.61		  9.77   	  30.52		
 68.77   	 -35.61		  9.89   	  25.43		
 68.63   	 -25.43		  9.99   	  25.43		
 68.52   	 -30.52		 10.09   	  30.52		
 68.40   	 -25.43		 10.21   	  15.26		
 68.30   	 -30.52		 10.27   	   0.00		
 68.18   	 -30.52		 10.27   	  -5.09		
 68.06   	 -30.52		 10.25   	 -25.43		
 67.93   	 -30.52		 10.15   	 -50.86		
 67.81   	 -35.61		  9.95   	 -40.69		
 67.67   	 -35.61		  9.79   	 -50.86		
 67.53   	 -35.61		  9.58   	 -76.30		
 67.39   	 -40.69		  9.28   	 -45.78		
 67.22   	 -40.69		  9.09   	 -45.78		
 67.06   	 -35.61		  8.91   	 -61.04		
 66.92   	 -40.69		  8.67   	 -45.78		
 66.75   	 -40.69		  8.48   	 -61.04		
 66.59   	 -30.52		  8.24   	 -91.56		
 66.47   	 -30.52		  7.87   	 -76.30		
 66.35   	 -35.61		  7.57   	 -20.35		
 66.21   	 -30.52		  7.49   	 -10.17		
 66.08   	 -35.61		  7.45   	  30.52		
 65.94   	 -35.61		  7.57   	  86.47		
 65.80   	 -30.52		  7.91   	 101.73		
 65.68   	 -30.52		  8.32   	 111.90		
 65.55   	 -40.69		  8.77   	 132.25		
 65.39   	 -40.69		  9.30   	 137.33		
 65.23   	 -40.69		  9.85   	 116.99		
 65.07   	 -45.78		 10.32   	 106.82		
 64.88   	 -45.78		 10.74   	  66.12		
 64.70   	 -86.47		 11.01   	   5.09		
 64.35   	 -40.69		 11.03   	 -50.86		
 64.19   	 -35.61		 10.82   	 -81.38		
 64.05   	 -40.69		 10.50   	-116.99		
 63.89   	 -40.69		 10.03   	-147.51		
 63.72   	 -30.52		  9.44   	-152.59		
 63.60   	 -30.52		  8.83   	-193.29		
 63.48   	 -40.69		  8.06   	-254.32		
 63.32   	 -35.61		  7.04   	-178.03		
 63.17   	 -35.61		  6.33(D)	  45.78		
 63.03   	 -35.61		  6.51   	 218.72		
 62.89   	 -40.69		  7.39   	 305.19		
 62.73   	 -40.69		  8.61   	 417.09		
 62.56   	 -40.69		 10.27   	 534.08		
 62.40   	 -30.52		 12.41   	 625.63		
 62.28   	 -35.61		 14.91   	 696.84		
 62.14   	 -35.61		 17.70   	 905.39		
 61.99   	 -35.61		 21.32   	1469.98		
 61.85   	 -35.61		 27.20   	1241.09		
 61.71   	 -25.43		 32.17   	-274.67		
 61.61   	 -35.61		 31.07   	-183.11		
 61.46   	 -35.61		 30.34   	  25.43		
 61.32   	 -35.61		 30.44   	-1302.13		
 61.18   	 -40.69		 25.23   	-1327.56		
 61.02   	 -35.61		 19.92   	-818.92		
 60.87   	 -71.21		 16.64   	-1103.76		
 60.59   	 -30.52		 12.23   	 305.19		
 60.47   	 -35.61		 13.45   	 930.82		
 60.33   	 -35.61		 17.17   	1261.44		
 60.18   	 -35.61		 22.22   	1266.53		
 60.04   	 -30.52		 27.28   	1113.93		
 59.92   	 -30.52		 31.74   	1291.96		
 59.80   	 -30.52		 36.91   	1332.65		
 59.67   	 -30.52		 42.24   	 310.27		
 59.55   	 -30.52		 43.48(S)	-1083.41		
 59.43   	 -20.35		 39.15   	-1571.71		
 59.35   	 -20.35		 32.86   	-1586.97		
 59.27   	 -20.35		 26.51   	-1408.95		
 59.19   	 -25.43		 20.87   	-762.97		
 59.08   	 -30.52		 17.82   	-569.68		
 58.96   	 -25.43		 15.54   	-849.44		
 58.86   	 -30.52		 12.15   	-422.18		
 58.74   	 -30.52		 10.46   	 376.40		
 58.62   	 -20.35		 11.96   	 783.31		
 58.53   	  -5.09		 15.10   	 951.17		
 58.51(D)	   5.09		 18.90   	 732.45		
 58.53   	  20.35		 21.83   	 544.25		
 58.62   	  55.95		 24.01   	 696.84		
 58.84   	 111.90		 26.80   	 635.81		
 59.29   	 213.63		 29.34   	 320.45		
 60.14   	 895.22		 30.62   	 254.32		
 63.72   	 686.67		 31.64   	 284.84		
 66.47   	 732.45		 32.78   	 122.07		
 69.40   	 640.89		 33.27   	 -81.38		
 71.96   	 432.35		 32.94   	  81.38		
 73.69   	 203.46		 33.27   	 198.37		
 74.51   	  40.69		 34.06   	 -61.04		
 74.67   	 -15.26		 33.81   	-152.59		
 74.61   	  30.52		 33.20   	-106.82		
 74.73   	 132.25		 32.78   	-152.59		
 75.26   	 259.41		 32.17   	 106.82		
 76.30   	 350.97		 32.59   	 203.46		
 77.70   	 396.74		 33.41   	  15.26		
 79.29   	 376.40		 33.47   	 101.73		
 80.79   	 330.62		 33.88   	 233.98		
 82.12   	 274.67		 34.81   	  25.43		
 83.21   	 233.98		 34.91   	 -35.61		
 84.15   	 213.63		 34.77   	 233.98		
 85.00   	 213.63		 35.71   	 350.97		
 85.86   	 244.15		 37.11   	 132.25		
 86.84   	 274.67		 37.64   	-122.07		
 87.93   	 300.10		 37.15   	 -25.43		
 89.13   	 310.27		 37.05   	 106.82		
 90.38   	 310.27		 37.48   	 -35.61		
 91.62   	 295.01		 37.33   	-152.59		
 92.80   	 478.13		 36.72   	 -15.26		
 94.71   	 208.54		 36.66   	  15.26		
 95.54   	 183.11		 36.72   	  30.52		
 96.28   	 167.85		 36.85   	  45.78		
 96.95   	 152.59		 37.03   	 116.99		
 97.56   	 142.42		 37.50   	  96.64		
 98.13   	 132.25		 37.88   	 -15.26		
 98.66   	 106.82		 37.82   	 -50.86		
 99.08   	  96.64		 37.62   	 -45.78		
 99.47   	  61.04		 37.44   	-127.16		
 99.71   	  20.35		 36.93   	 -91.56		
 99.80   	  20.35		 36.56   	 -40.69		
 99.88   	  25.43		 36.40   	 -76.30		
 99.98   	  15.26		 36.09   	 -71.21		
100.04(S)	 -15.26		 35.81   	 -66.12		
 99.98   	 -40.69		 35.54   	-122.07		
 99.82   	 -45.78		 35.06   	-116.99		
 99.63   	 -50.86		 34.59   	-127.16		
 99.43   	 -55.95		 34.08   	-142.42		
 99.21   	 -55.95		 33.51   	-152.59		
 98.98   	 -61.04		 32.90   	-172.94		
 98.74   	 -61.04		 32.21   	-178.03		
 98.49   	 -66.12		 31.50   	-172.94		
 98.23   	 -71.21		 30.80   	-183.11		
 97.94   	 -76.30		 30.07   	-203.46		
 97.64   	-162.77		 29.26   	-554.42		
 96.99   	 -81.38		 27.04   	-361.14		
 96.66   	 -76.30		 25.60   	-239.06		
 96.36   	 -81.38		 24.64   	-172.94		
 96.03   	 -81.38		 23.95   	-233.98		
 95.71   	 -91.56		 23.01   	-335.71		
 95.34   	-101.73		 21.67   	-264.50		
 94.93   	-101.73		 20.61   	 -86.47		
 94.53   	-122.07		 20.26   	  45.78		
 94.04   	-127.16		 20.45   	 584.94		
 93.53   	-132.25		 22.79   	1078.33		
 93.00   	-137.33		 27.10   	 900.30		
 92.45   	-147.51		 30.70   	 381.48		
 91.86   	-152.59		 32.23   	 -66.12		
 91.25   	-162.77		 31.96   	-305.19		
 90.60   	-172.94		 30.74   	-442.52		
 89.91   	-183.11		 28.97   	-457.78		
 89.18   	-188.20		 27.14   	-457.78		
 88.42   	-198.37		 25.31   	-401.83		
 87.63   	-188.20		 23.70   	-269.58		
 86.88   	-172.94		 22.62   	-137.33		
 86.18   	-157.68		 22.08   	 -45.78		
 85.55   	-127.16		 21.89   	  15.26		
 85.05   	-106.82		 21.95   	  81.38		
 84.62   	 -91.56		 22.28   	 106.82		
 84.25   	 -81.38		 22.71   	 101.73		
 83.93   	 -86.47		 23.11   	  91.56		
 83.58   	-101.73		 23.48   	  61.04		
 83.17   	-127.16		 23.72   	  20.35		
 82.66   	-132.25		 23.80   	   5.09		
 82.14   	-137.33		 23.82   	 -15.26		
 81.59   	-132.25		 23.76   	 -66.12		
 81.06   	-132.25		 23.50   	-147.51		
 80.53   	-127.16		 22.91   	-254.32		
 80.02   	-116.99		 21.89   	-340.79		
 79.55   	-111.90		 20.53   	-391.66		
 79.10   	-116.99		 18.96   	-396.74		
 78.64   	-111.90		 17.38   	-345.88		
 78.19   	-111.90		 15.99   	-254.32		
 77.74   	-111.90		 14.97   	-162.77		
 77.29   	-111.90		 14.32   	 -20.35		
 76.85   	-111.90		 14.24   	 127.16		
 76.40   	-106.82		 14.75   	 228.89		
 75.97   	-101.73		 15.67   	 274.67		
 75.56   	 -91.56		 16.76   	 300.10		
 75.20   	 -86.47		 17.97   	 284.84		
 74.85   	 -71.21		 19.10   	 279.75		
 74.57   	 -71.21		 20.22   	 218.72		
 74.28   	 -66.12		 21.10   	  91.56		
 74.02   	 -66.12		 21.46   	  40.69		
 73.75   	 -61.04		 21.63   	 111.90		
 73.51   	 -50.86		 22.08   	  71.21		
 73.31   	 -66.12		 22.36   	-142.42		
 73.04   	 -61.04		 21.79   	-233.98		
 72.80   	 -61.04		 20.85   	-274.67		
 72.55   	 -66.12		 19.76   	-356.05		
 72.29   	 -61.04		 18.33   	-391.66		
 72.04   	 -61.04		 16.76   	-330.62		
 71.80   	 -55.95		 15.44   	-279.75		
 71.58   	 -50.86		 14.32   	-228.89		
 71.37   	 -50.86		 13.41   	-142.42		
 71.17   	 -45.78		 12.84   	 -30.52		
 70.99   	 -40.69		 12.72   	  55.95		
 70.82   	 -40.69		 12.94   	 116.99		
 70.66   	 -35.61		 13.41   	 137.33		
 70.52   	 -40.69		 13.96   	 111.90		
 70.36   	 -50.86		 14.40   	  55.95		
 70.15   	 -50.86		 14.63   	  -5.09		
 69.95   	 -40.69		 14.61   	 -50.86		
 69.79   	 -45.78		 14.40   	 -91.56		
 69.60   	 -40.69		 14.04   	-127.16		
 69.44   	 -35.61		 13.53   	-162.77		
 69.30   	 -40.69		 12.88   	-167.85		
 69.14   	 -30.52		 12.21   	-183.11		
 69.01   	 -25.43		 11.48   	-167.85		
 68.91   	 -20.35		 10.80   	-157.68		
 68.83   	 -25.43		 10.17   	-132.25		
 68.73   	 -15.26		  9.64   	-106.82		
 68.67   	 -20.35		  9.22   	-111.90		
 68.59   	 -15.26		  8.77   	-106.82		
