WITTCASE NUMBER: HA000215
SAMPLE NUMBER:   34
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  FA     	  FA'		
  4.25   	  10.17		 89.42   	 -55.95		
  4.29   	   5.09		 89.20   	 -55.95		
  4.31   	   5.09		 88.97   	 -61.04		
  4.33   	  10.17		 88.73   	 -55.95		
  4.37   	   0.00		 88.50   	 -45.78		
  4.37   	   0.00		 88.32   	 -40.69		
  4.37   	  -5.09		 88.16   	 -40.69		
  4.35   	  -5.09		 88.00   	 -35.61		
  4.33   	  -5.09		 87.85   	 -30.52		
  4.31   	   0.00		 87.73   	 -30.52		
  4.31   	  -5.09		 87.61   	 -35.61		
  4.29   	   5.09		 87.47   	 -45.78		
  4.31(E)	  10.17		 87.28   	 -50.86		
  4.35   	  10.17		 87.08   	 -50.86		
  4.39   	  10.17		 86.88   	 -50.86		
  4.44   	  15.26		 86.67   	 -55.95		
  4.50   	  20.35		 86.45   	 -45.78		
  4.58   	  25.43		 86.27   	 -45.78		
  4.68   	  20.35		 86.08   	 -35.61		
  4.76   	  25.43		 85.94   	 -30.52		
  4.86   	  25.43		 85.82   	 -15.26		
  4.96   	  25.43		 85.76   	 -10.17		
  5.07   	  20.35		 85.72   	 -10.17		
  5.15   	  20.35		 85.68   	 -10.17		
  5.23   	  20.35		 85.64   	 -20.35		
  5.31   	  20.35		 85.55   	 -25.43		
  5.39   	  20.35		 85.45   	 -30.52		
  5.47   	  15.26		 85.33   	 -30.52		
  5.53   	  15.26		 85.21   	 -35.61		
  5.60   	  10.17		 85.07   	 -40.69		
  5.64   	  10.17		 84.90   	 -25.43		
  5.68   	   0.00		 84.80   	 -30.52		
  5.68   	   0.00		 84.68   	 -30.52		
  5.68   	   0.00		 84.56   	 -30.52		
  5.68   	   0.00		 84.44   	 -30.52		
  5.68   	   0.00		 84.31   	 -40.69		
  5.68   	  -5.09		 84.15   	 -45.78		
  5.66   	   0.00		 83.97   	 -40.69		
  5.66   	  -5.09		 83.80   	 -45.78		
  5.64   	   5.09		 83.62   	 -35.61		
  5.66   	  10.17		 83.48   	 -30.52		
  5.70   	  15.26		 83.36   	 -25.43		
  5.76   	  25.43		 83.26   	 -30.52		
  5.86   	  40.69		 83.13   	 -30.52		
  6.02   	  50.86		 83.01   	 -40.69		
  6.23   	  66.12		 82.85   	 -50.86		
  6.49   	  91.56		 82.64   	 -55.95		
  6.86   	 111.90		 82.42   	 -61.04		
  7.30   	 137.33		 82.18   	 -55.95		
  7.85   	 218.72		 81.95   	-116.99		
  8.73   	 239.06		 81.48   	 -61.04		
  9.68   	 264.50		 81.24   	 -55.95		
 10.74   	 289.93		 81.02   	 -50.86		
 11.90   	 315.36		 80.81   	 -50.86		
 13.16   	 350.97		 80.61   	 -40.69		
 14.57   	 381.48		 80.45   	 -35.61		
 16.09   	 401.83		 80.30   	 -35.61		
 17.70   	 427.26		 80.16   	 -25.43		
 19.41   	 437.43		 80.06   	 -10.17		
 21.16   	 457.78		 80.02   	 -10.17		
 22.99   	 488.30		 79.98   	 -10.17		
 24.94   	 513.73		 79.94   	  -5.09		
 27.00   	 483.21		 79.92   	 -20.35		
 28.93   	 432.35		 79.84   	 -25.43		
 30.66   	 391.66		 79.74   	 -40.69		
 32.23   	 366.22		 79.57   	 -50.86		
 33.69   	 320.45		 79.37   	 -55.95		
 34.97   	 279.75		 79.15   	 -45.78		
 36.09   	 239.06		 78.96   	 -40.69		
 37.05   	 213.63		 78.80   	 -20.35		
 37.90   	 183.11		 78.72   	  10.17		
 38.64   	 152.59		 78.76   	  50.86		
 39.25   	 132.25		 78.96   	 116.99		
 39.78   	 116.99		 79.43   	 218.72		
 40.24   	 101.73		 80.30   	 356.05		
 40.65   	  86.47		 81.73   	 523.90		
 41.00   	  86.47		 83.82   	 681.58		
 41.34   	  76.30		 86.55   	 783.31		
 41.65   	  76.30		 89.68   	 818.92		
 41.95   	  76.30		 92.96   	 768.05		
 42.26   	  81.38		 96.03   	 661.24		
 42.58   	  76.30		 98.68   	 513.73		
 42.89   	  86.47		100.73   	 376.40		
 43.23   	  91.56		102.24   	 259.41		
 43.60   	  91.56		103.28   	 193.29		
 43.97   	  96.64		104.05   	 183.11		
 44.35   	 101.73		104.78   	 244.15		
 44.76   	 101.73		105.76   	 320.45		
 45.17   	 106.82		107.04   	 422.18		
 45.59   	 106.82		108.73   	 508.65		
 46.02   	 111.90		110.76   	 559.51		
 46.47   	 106.82		113.00   	 574.77		
 46.90   	 106.82		115.30   	 554.42		
 47.32   	 106.82		117.52   	 493.39		
 47.75   	 101.73		119.49   	 427.26		
 48.16   	 101.73		121.20   	 335.71		
 48.57   	 101.73		122.54   	 249.24		
 48.97   	  96.64		123.54   	 172.94		
 49.36   	  96.64		124.23   	 111.90		
 49.75   	  96.64		124.68   	  66.12		
 50.13   	  91.56		124.94   	  40.69		
 50.50   	  86.47		125.11   	  30.52		
 50.84   	  86.47		125.23   	  35.61		
 51.19   	  81.38		125.37   	  50.86		
 51.52   	  76.30		125.57   	  50.86		
 51.82   	  71.21		125.78   	  40.69		
 52.11   	  71.21		125.94   	  20.35		
 52.39   	  66.12		126.02(S)	  -5.09		
 52.65   	  61.04		126.00   	 -35.61		
 52.90   	  61.04		125.86   	 -76.30		
 53.14   	  50.86		125.55   	-101.73		
 53.35   	  45.78		125.15   	-122.07		
 53.53   	  40.69		124.66   	-137.33		
 53.69   	  35.61		124.11   	-137.33		
 53.83   	  30.52		123.56   	-127.16		
 53.96   	  30.52		123.05   	-122.07		
 54.08   	  15.26		122.56   	-106.82		
 54.14   	  15.26		122.14   	 -96.64		
 54.20   	  10.17		121.75   	 -81.38		
 54.24(S)	   0.00		121.42   	 -76.30		
 54.24   	 -10.17		121.12   	 -76.30		
 54.20   	 -20.35		120.81   	 -76.30		
 54.12   	 -30.52		120.51   	 -91.56		
 54.00   	 -50.86		120.14   	 -96.64		
 53.79   	 -66.12		119.76   	-106.82		
 53.53   	 -81.38		119.33   	-111.90		
 53.20   	-106.82		118.88   	-122.07		
 52.78   	-127.16		118.39   	-127.16		
 52.27   	-152.59		117.88   	-127.16		
 51.66   	-183.11		117.37   	-132.25		
 50.93   	-213.63		116.85   	-137.33		
 50.07   	-244.15		116.30   	-152.59		
 49.09   	-274.67		115.69   	-167.85		
 48.00   	-315.36		115.01   	-178.03		
 46.73   	-350.97		114.30   	-198.37		
 45.33   	-376.40		113.51   	-223.80		
 43.82   	-396.74		112.61   	-254.32		
 42.24   	-412.00		111.60   	-284.84		
 40.59   	-422.18		110.46   	-310.27		
 38.90   	-427.26		109.22   	-315.36		
 37.19   	-437.43		107.95   	-330.62		
 35.44   	-437.43		106.63   	-320.45		
 33.69   	-432.35		105.35   	-289.93		
 31.96   	-432.35		104.19   	-259.41		
 30.23   	-422.18		103.15   	-198.37		
 28.55   	-412.00		102.36   	-137.33		
 26.90   	-396.74		101.81   	 -86.47		
 25.31   	-381.48		101.46   	 -40.69		
 23.78   	-371.31		101.30   	 -30.52		
 22.30   	-350.97		101.18   	 -35.61		
 20.90   	-340.79		101.04   	 -55.95		
 19.53   	-325.53		100.81   	 -86.47		
 18.23   	-310.27		100.47   	-127.16		
 16.99   	-295.01		 99.96   	-162.77		
 15.81   	-279.75		 99.31   	-172.94		
 14.69   	-264.50		 98.62   	-178.03		
 13.63   	-249.24		 97.90   	-157.68		
 12.63   	-233.98		 97.27   	-116.99		
 11.70   	-218.72		 96.81   	 -86.47		
 10.82   	-203.46		 96.46   	 -55.95		
 10.01   	-188.20		 96.24   	 -25.43		
  9.26   	-172.94		 96.13   	   0.00		
  8.57   	-157.68		 96.13   	  10.17		
  7.93   	-142.42		 96.17   	  10.17		
  7.37   	-132.25		 96.22   	  -5.09		
  6.84   	-116.99		 96.19   	 -25.43		
  6.37   	-111.90		 96.09   	 -40.69		
  5.92   	 -96.64		 95.93   	 -55.95		
  5.53   	 -91.56		 95.71   	 -61.04		
  5.17   	 -86.47		 95.46   	 -50.86		
  4.82   	 -76.30		 95.26   	 -40.69		
  4.52   	 -71.21		 95.10   	 -25.43		
  4.23   	 -76.30		 94.99   	 -10.17		
  3.93   	 -81.38		 94.95   	  10.17		
  3.60   	 -71.21		 94.99   	  20.35		
  3.32   	 -61.04		 95.08   	  15.26		
  3.07   	 -50.86		 95.14   	   5.09		
  2.87   	 -35.61		 95.16   	  -5.09		
  2.73   	 -25.43		 95.14   	 -10.17		
  2.62   	 -15.26		 95.10   	 -15.26		
  2.56   	  -5.09		 95.04   	 -30.52		
  2.54(D)	   5.09		 94.91   	 -35.61		
  2.56   	   5.09		 94.77   	 -35.61		
  2.58   	  20.35		 94.63   	 -40.69		
  2.67   	  20.35		 94.47   	 -40.69		
  2.75   	  30.52		 94.30   	 -40.69		
  2.87   	  35.61		 94.14   	 -25.43		
  3.01   	  30.52		 94.04   	 -25.43		
  3.13   	  35.61		 93.94   	 -15.26		
  3.28   	  40.69		 93.88   	 -20.35		
  3.44   	  35.61		 93.79   	 -20.35		
  3.58   	  35.61		 93.71   	 -20.35		
  3.72   	  40.69		 93.63   	 -25.43		
  3.89   	  40.69		 93.53   	 -30.52		
  4.05   	  35.61		 93.41   	 -35.61		
  4.19   	  40.69		 93.27   	 -35.61		
  4.35   	  35.61		 93.12   	 -35.61		
  4.50   	  30.52		 92.98   	 -50.86		
  4.62   	  30.52		 92.78   	 -50.86		
  4.74   	  25.43		 92.57   	 -45.78		
  4.84   	  20.35		 92.39   	 -45.78		
  4.92   	  15.26		 92.21   	 -40.69		
  4.98   	  15.26		 92.04   	 -40.69		
  5.05   	  10.17		 91.88   	 -45.78		
  5.09   	  10.17		 91.70   	 -40.69		
  5.13   	   5.09		 91.54   	 -40.69		
  5.15   	   5.09		 91.37   	 -50.86		
  5.17   	   5.09		 91.17   	 -50.86		
  5.19   	   0.00		 90.97   	 -50.86		
  5.19   	   0.00		 90.76   	 -45.78		
  5.19   	   0.00		 90.58   	 -45.78		
  5.19   	   0.00		 90.40   	 -35.61		
  5.19   	   0.00		 90.25   	 -35.61		
  5.19   	   0.00		 90.11   	 -30.52		
  5.19   	   0.00		 89.99   	 -25.43		
  5.19   	   0.00		 89.89   	 -25.43		
  5.19   	   5.09		 89.79   	 -30.52		
  5.21   	   0.00		 89.66   	 -30.52		
  5.21   	   0.00		 89.54   	 -45.78		
  5.21(E)	   5.09		 89.36   	 -45.78		
  5.23   	   5.09		 89.18   	 -50.86		
  5.25   	  10.17		 88.97   	 -55.95		
  5.29   	  10.17		 88.75   	 -61.04		
  5.33   	  15.26		 88.50   	 -50.86		
  5.39   	  20.35		 88.30   	 -45.78		
  5.47   	  20.35		 88.12   	 -25.43		
  5.55   	  25.43		 88.02   	 -15.26		
  5.66   	  30.52		 87.95   	 -15.26		
  5.78   	  25.43		 87.89   	 -30.52		
  5.88   	  25.43		 87.77   	 -35.61		
  5.98   	  30.52		 87.63   	 -40.69		
  6.10   	  20.35		 87.47   	 -45.78		
  6.19   	  25.43		 87.28   	 -40.69		
  6.29   	  20.35		 87.12   	 -50.86		
  6.37   	  20.35		 86.92   	 -15.26		
  6.45   	  15.26		 86.86   	 -10.17		
  6.51   	  15.26		 86.82   	  -5.09		
  6.57   	  10.17		 86.80   	 -10.17		
  6.61   	  10.17		 86.75   	 -20.35		
  6.65   	   5.09		 86.67   	 -25.43		
  6.67   	  10.17		 86.57   	 -30.52		
  6.71   	   5.09		 86.45   	 -40.69		
  6.73   	   5.09		 86.29   	 -40.69		
  6.75   	   5.09		 86.12   	 -50.86		
  6.78   	   0.00		 85.92   	 -50.86		
  6.78   	   5.09		 85.72   	 -55.95		
  6.80   	   0.00		 85.49   	 -61.04		
  6.80   	  10.17		 85.25   	 -61.04		
  6.84   	   5.09		 85.00   	 -50.86		
  6.86   	   5.09		 84.80   	 -40.69		
  6.88   	  15.26		 84.64   	 -35.61		
  6.94   	  20.35		 84.50   	 -25.43		
  7.02   	  25.43		 84.39   	 -20.35		
  7.12   	  35.61		 84.31   	 -25.43		
  7.26   	  50.86		 84.21   	 -35.61		
  7.47   	  71.21		 84.07   	 -40.69		
  7.75   	  96.64		 83.91   	 -45.78		
  8.14   	 127.16		 83.72   	 -50.86		
  8.65   	 203.46		 83.52   	-132.25		
  9.46   	 223.80		 82.99   	 -71.21		
 10.36   	 249.24		 82.71   	 -71.21		
 11.35   	 274.67		 82.42   	 -66.12		
 12.45   	 295.01		 82.16   	 -61.04		
 13.63   	 320.45		 81.91   	 -50.86		
 14.91   	 350.97		 81.71   	 -35.61		
 16.32   	 376.40		 81.57   	 -20.35		
 17.82   	 406.92		 81.48   	  -5.09		
 19.45   	 427.26		 81.46   	  -5.09		
 21.16   	 437.43		 81.44   	   0.00		
 22.91   	 447.61		 81.44   	   5.09		
 24.70   	 457.78		 81.46   	  -5.09		
 26.53   	 457.78		 81.44   	 -15.26		
 28.36   	 452.69		 81.38   	 -25.43		
 30.17   	 442.52		 81.28   	 -40.69		
 31.94   	 432.35		 81.12   	 -50.86		
 33.67   	 396.74		 80.92   	 -61.04		
 35.26   	 356.05		 80.67   	 -55.95		
 36.68   	 305.19		 80.45   	 -40.69		
 37.90   	 264.50		 80.28   	 -20.35		
 38.96   	 233.98		 80.20(D)	  10.17		
 39.90   	 193.29		 80.24   	  55.95		
 40.67   	 167.85		 80.47   	 127.16		
 41.34   	 137.33		 80.98   	 228.89		
 41.89   	 116.99		 81.89   	 376.40		
 42.36   	 101.73		 83.40   	 539.16		
 42.77   	  86.47		 85.55   	 686.67		
 43.11   	  76.30		 88.30   	 793.49		
 43.42   	  71.21		 91.47   	 829.09		
 43.70   	  71.21		 94.79   	 778.23		
 43.99   	  71.21		 97.90   	 661.24		
 44.27   	  71.21		100.55   	 503.56		
 44.56   	  71.21		102.56   	 350.97		
 44.84   	  81.38		103.97   	 228.89		
 45.17   	  81.38		104.88   	 172.94		
 45.49   	  86.47		105.57   	 178.03		
 45.84   	  96.64		106.29   	 228.89		
 46.23   	  96.64		107.20   	 325.53		
 46.61   	 101.73		108.50   	 432.35		
 47.02   	 101.73		110.23   	 539.16		
 47.43   	 101.73		112.39   	 584.94		
 47.83   	 106.82		114.73   	 590.03		
 48.26   	 106.82		117.09   	 559.51		
 48.69   	 101.73		119.33   	 493.39		
 49.09   	 101.73		121.30   	 396.74		
 49.50   	 101.73		122.89   	 305.19		
 49.91   	  96.64		124.11   	 208.54		
 50.29   	  91.56		124.94   	 137.33		
 50.66   	  86.47		125.49   	  91.56		
 51.01   	  81.38		125.86   	  61.04		
 51.33   	  76.30		126.10   	  55.95		
 51.64   	  76.30		126.33   	  66.12		
 51.94   	  66.12		126.59   	  71.21		
 52.21   	  66.12		126.88   	  66.12		
 52.47   	  61.04		127.14   	  61.04		
 52.72   	  55.95		127.39   	  45.78		
 52.94   	  55.95		127.57   	  10.17		
 53.16   	  50.86		127.61(S)	 -20.35		
 53.37   	  45.78		127.53   	 -50.86		
 53.55   	  45.78		127.32   	 -81.38		
 53.73   	  40.69		127.00   	-101.73		
 53.90   	  40.69		126.59   	-111.90		
 54.06   	  35.61		126.14   	-122.07		
 54.20   	  35.61		125.66   	-111.90		
 54.34   	  30.52		125.21   	-111.90		
 54.47   	  30.52		124.76   	-101.73		
 54.59   	  25.43		124.35   	 -91.56		
 54.69   	  20.35		123.99   	 -86.47		
 54.77   	  15.26		123.64   	 -76.30		
 54.83(S)	   0.00		123.34   	 -66.12		
 54.83   	  -5.09		123.07   	 -66.12		
 54.81   	 -20.35		122.81   	 -71.21		
 54.73   	 -30.52		122.52   	 -81.38		
 54.61   	 -45.78		122.20   	 -91.56		
 54.43   	 -71.21		121.83   	-101.73		
 54.14   	 -91.56		121.42   	-116.99		
 53.77   	-111.90		120.96   	-122.07		
 53.33   	-132.25		120.47   	-132.25		
 52.80   	-167.85		119.94   	-137.33		
 52.13   	-203.46		119.39   	-137.33		
 51.31   	-239.06		118.84   	-142.42		
 50.36   	-274.67		118.27   	-142.42		
 49.26   	-310.27		117.70   	-147.51		
 48.02   	-340.79		117.11   	-172.94		
 46.65   	-371.31		116.42   	-223.80		
 45.17   	-396.74		115.52   	-254.32		
 43.58   	-412.00		114.51   	-289.93		
 41.93   	-427.26		113.35   	-315.36		
 40.22   	-437.43		112.09   	-330.62		
 38.47   	-447.61		110.76   	-325.53		
 36.68   	-447.61		109.46   	-315.36		
 34.89   	-442.52		108.20   	-320.45		
 33.12   	-442.52		106.92   	-300.10		
 31.35   	-432.35		105.72   	-264.50		
 29.62   	-422.18		104.66   	-213.63		
 27.93   	-412.00		103.80   	-157.68		
 26.29   	-401.83		103.17   	-101.73		
 24.68   	-381.48		102.77   	 -76.30		
 23.15   	-366.22		102.46   	 -66.12		
 21.69   	-350.97		102.20   	 -76.30		
 20.28   	-340.79		101.89   	 -96.64		
 18.92   	-315.36		101.51   	-116.99		
 17.66   	-300.10		101.04   	-137.33		
 16.46   	-284.84		100.49   	-147.51		
 15.32   	-264.50		 99.90   	-152.59		
 14.26   	-249.24		 99.29   	-137.33		
 13.27   	-233.98		 98.74   	-127.16		
 12.33   	-213.63		 98.23   	-106.82		
 11.48   	-203.46		 97.80   	 -86.47		
 10.66   	-188.20		 97.46   	 -55.95		
  9.91   	-178.03		 97.23   	 -35.61		
  9.20   	-167.85		 97.09   	 -20.35		
  8.52   	-152.59		 97.01   	 -15.26		
  7.91   	-137.33		 96.95   	 -20.35		
  7.37   	-132.25		 96.87   	 -30.52		
  6.84   	-111.90		 96.74   	 -45.78		
  6.39   	-106.82		 96.56   	 -50.86		
  5.96   	-101.73		 96.36   	 -55.95		
  5.55   	 -91.56		 96.13   	 -45.78		
  5.19   	 -81.38		 95.95   	 -40.69		
  4.86   	 -81.38		 95.79   	 -35.61		
  4.54   	 -71.21		 95.65   	 -20.35		
  4.25   	 -66.12		 95.56   	   0.00		
  3.99   	 -71.21		 95.56   	   5.09		
  3.70   	 -66.12		 95.58   	  15.26		
  3.44   	 -61.04		 95.65   	  15.26		
  3.19   	 -45.78		 95.71   	   5.09		
  3.01   	 -35.61		 95.73   	  -5.09		
  2.87   	 -20.35		 95.71   	 -15.26		
  2.79   	  -5.09		 95.65   	 -30.52		
  2.77(D)	   0.00		 95.52   	 -35.61		
  2.77   	  10.17		 95.38   	 -40.69		
  2.81   	  10.17		 95.22   	 -35.61		
  2.85   	  20.35		 95.08   	 -40.69		
  2.93   	  20.35		 94.91   	 -25.43		
  3.01   	  25.43		 94.81   	 -20.35		
  3.11   	  25.43		 94.73   	 -10.17		
  3.21   	  30.52		 94.69   	  -5.09		
  3.34   	  30.52		 94.67   	   0.00		
  3.46   	  30.52		 94.67   	  -5.09		
  3.58   	  30.52		 94.65   	 -20.35		
  3.70   	  35.61		 94.57   	 -40.69		
  3.85   	  30.52		 94.40   	 -55.95		
  3.97   	  35.61		 94.18   	 -66.12		
  4.11   	  30.52		 93.92   	 -66.12		
  4.23   	  30.52		 93.65   	 -55.95		
  4.35   	  35.61		 93.43   	 -35.61		
  4.50   	  30.52		 93.29   	 -25.43		
  4.62   	  25.43		 93.18   	 -20.35		
  4.72   	  25.43		 93.10   	 -25.43		
  4.82   	  20.35		 93.00   	 -25.43		
  4.90   	  20.35		 92.90   	 -25.43		
  4.98   	  15.26		 92.80   	 -35.61		
  5.05   	  15.26		 92.65   	 -45.78		
  5.11   	  15.26		 92.47   	 -50.86		
  5.17   	  10.17		 92.27   	 -50.86		
  5.21   	  15.26		 92.06   	 -55.95		
  5.27   	   5.09		 91.84   	 -61.04		
  5.29   	  10.17		 91.60   	 -66.12		
  5.33   	  10.17		 91.33   	 -55.95		
  5.37   	  10.17		 91.11   	 -50.86		
  5.41   	  10.17		 90.91   	 -40.69		
  5.45   	   5.09		 90.74   	 -30.52		
  5.47   	  15.26		 90.62   	 -30.52		
  5.53   	  10.17		 90.50   	 -30.52		
  5.57   	  10.17		 90.38   	 -30.52		
  5.62   	  10.17		 90.25   	 -30.52		
  5.66   	  10.17		 90.13   	 -40.69		
  5.70   	  10.17		 89.97   	 -55.95		
  5.74   	  10.17		 89.75   	 -61.04		
  5.78   	  15.26		 89.50   	 -61.04		
  5.84   	   5.09		 89.26   	 -61.04		
  5.86   	  10.17		 89.01   	 -55.95		
  5.90   	   5.09		 88.79   	 -45.78		
  5.92   	  10.17		 88.61   	 -35.61		
  5.96   	   5.09		 88.46   	 -30.52		
  5.98   	   0.00		 88.34   	 -20.35		
  5.98   	   5.09		 88.26   	 -10.17		
  6.00   	   0.00		 88.22   	 -15.26		
  6.00   	  -5.09		 88.16   	 -20.35		
  5.98   	  -5.09		 88.08   	 -25.43		
  5.96   	  -5.09		 87.98   	 -30.52		
  5.94   	   0.00		 87.85   	 -40.69		
  5.94   	  -5.09		 87.69   	 -45.78		
  5.92   	   5.09		 87.51   	 -45.78		
  5.94(E)	   5.09		 87.32   	 -50.86		
  5.96   	  10.17		 87.12   	 -50.86		
  6.00   	  15.26		 86.92   	 -35.61		
  6.06   	  20.35		 86.77   	 -25.43		
  6.14   	  25.43		 86.67   	 -20.35		
  6.25   	  20.35		 86.59   	 -10.17		
  6.33   	  25.43		 86.55   	   5.09		
  6.43   	  25.43		 86.57   	  15.26		
  6.53   	  25.43		 86.63   	  10.17		
  6.63   	  25.43		 86.67   	 -10.17		
  6.73   	  30.52		 86.63   	-101.73		
  6.86   	  20.35		 86.23   	 -66.12		
  6.94   	  25.43		 85.96   	 -55.95		
  7.04   	  20.35		 85.74   	 -30.52		
  7.12   	  20.35		 85.62   	 -20.35		
  7.20   	  15.26		 85.53   	 -20.35		
  7.26   	  15.26		 85.45   	 -20.35		
  7.32   	  15.26		 85.37   	 -20.35		
  7.39   	  15.26		 85.29   	 -20.35		
  7.45   	  10.17		 85.21   	 -20.35		
  7.49   	   5.09		 85.13   	 -25.43		
  7.51   	   5.09		 85.03   	 -35.61		
  7.53   	   5.09		 84.88   	 -50.86		
  7.55   	   0.00		 84.68   	 -55.95		
  7.55   	   5.09		 84.46   	 -61.04		
  7.57   	  10.17		 84.21   	 -50.86		
  7.61   	  20.35		 84.01   	 -45.78		
  7.69   	  30.52		 83.82   	 -40.69		
  7.81   	  35.61		 83.66   	 -25.43		
  7.96   	  50.86		 83.56   	 -20.35		
  8.16   	  55.95		 83.48   	 -15.26		
  8.38   	  76.30		 83.42   	 -15.26		
  8.69   	  96.64		 83.36   	 -25.43		
  9.07   	 116.99		 83.26   	 -40.69		
  9.54   	 137.33		 83.09   	 -55.95		
 10.09   	 213.63		 82.87   	-162.77		
 10.95   	 233.98		 82.22   	 -81.38		
 11.88   	 259.41		 81.89   	 -71.21		
 12.92   	 279.75		 81.61   	 -55.95		
 14.04   	 310.27		 81.38   	 -45.78		
 15.28   	 340.79		 81.20   	 -35.61		
 16.64   	 361.14		 81.06   	 -20.35		
 18.09   	 396.74		 80.98   	 -10.17		
 19.67   	 417.09		 80.94   	  -5.09		
 21.34   	 432.35		 80.92   	   0.00		
 23.07   	 442.52		 80.92   	   0.00		
 24.84   	 447.61		 80.92   	  -5.09		
 26.63   	 452.69		 80.89   	 -15.26		
 28.44   	 447.61		 80.83   	 -25.43		
 30.23   	 432.35		 80.73   	 -45.78		
 31.96   	 412.00		 80.55   	 -50.86		
 33.61   	 386.57		 80.35   	 -61.04		
 35.16   	 340.79		 80.10   	 -55.95		
