WITTCASE NUMBER: HA002118
SAMPLE NUMBER:   17
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  MPA     	  MPA'		  FA     	  FA'		
 22.34   	  50.86		 39.43(D)	   0.00		
 22.54   	  15.26		 39.43   	  20.35		
 22.60   	  15.26		 39.51   	  30.52		
 22.67   	  35.61		 39.63   	  55.95		
 22.81   	  45.78		 39.86   	  86.47		
 22.99   	  50.86		 40.20   	 132.25		
 23.19   	  66.12		 40.73   	 172.94		
 23.46   	  86.47		 41.42   	 223.80		
 23.80   	 101.73		 42.32   	 249.24		
 24.21   	 106.82		 43.32   	 269.58		
 24.64   	 101.73		 44.39   	 274.67		
 25.05   	 106.82		 45.49   	 274.67		
 25.47   	 106.82		 46.59   	 269.58		
 25.90   	 106.82		 47.67   	 259.41		
 26.33   	  96.64		 48.71   	 264.50		
 26.71   	  86.47		 49.77   	 264.50		
 27.06   	  71.21		 50.82   	 274.67		
 27.34   	  55.95		 51.92   	 289.93		
 27.57   	  45.78		 53.08   	 305.19		
 27.75   	  35.61		 54.30   	 320.45		
 27.89   	  25.43		 55.58   	 330.62		
 28.00   	  25.43		 56.91   	 345.88		
 28.10   	  20.35		 58.29   	 345.88		
 28.18   	  15.26		 59.67   	 350.97		
 28.24   	  20.35		 61.08   	 345.88		
 28.32   	  20.35		 62.46   	 340.79		
 28.40   	  20.35		 63.82   	 340.79		
 28.48   	  15.26		 65.19   	 325.53		
 28.55   	  15.26		 66.49   	 320.45		
 28.61   	  15.26		 67.77   	 300.10		
 28.67   	  15.26		 68.97   	 284.84		
 28.73   	  10.17		 70.11   	 269.58		
 28.77   	   5.09		 71.19   	 244.15		
 28.79(S)	   0.00		 72.17   	 223.80		
 28.79   	  -5.09		 73.06   	 208.54		
 28.77   	  -5.09		 73.90   	 188.20		
 28.75   	 -15.26		 74.65   	 183.11		
 28.69   	 -15.26		 75.38   	 162.77		
 28.63   	 -15.26		 76.03   	 157.68		
 28.57   	 -25.43		 76.66   	 142.42		
 28.46   	 -30.52		 77.23   	 132.25		
 28.34   	 -25.43		 77.76   	 111.90		
 28.24   	 -30.52		 78.21   	  86.47		
 28.12   	 -30.52		 78.56   	  66.12		
 28.00   	 -35.61		 78.82   	  50.86		
 27.85   	 -40.69		 79.02   	  30.52		
 27.69   	 -35.61		 79.15   	  15.26		
 27.55   	 -30.52		 79.21(S)	   0.00		
 27.43   	 -20.35		 79.21   	 -15.26		
 27.34   	 -15.26		 79.15   	 -25.43		
 27.28   	 -10.17		 79.04   	 -35.61		
 27.24   	 -25.43		 78.90   	 -30.52		
 27.14   	 -35.61		 78.78   	 -30.52		
 27.00   	 -35.61		 78.66   	 -35.61		
 26.86   	 -40.69		 78.51   	 -45.78		
 26.69   	 -45.78		 78.33   	 -55.95		
 26.51   	 -50.86		 78.11   	 -66.12		
 26.31   	 -55.95		 77.84   	 -81.38		
 26.08   	 -55.95		 77.52   	 -86.47		
 25.86   	 -66.12		 77.17   	 -91.56		
 25.60   	 -66.12		 76.81   	 -96.64		
 25.33   	 -81.38		 76.42   	 -96.64		
 25.00   	-101.73		 76.03   	 -96.64		
 24.60   	-111.90		 75.65   	 -96.64		
 24.15   	-132.25		 75.26   	-101.73		
 23.62   	-152.59		 74.85   	-101.73		
 23.01   	-183.11		 74.45   	-101.73		
 22.28   	-167.85		 74.04   	-111.90		
 21.61   	-122.07		 73.59   	-116.99		
 21.12   	-106.82		 73.12   	-122.07		
 20.69   	 -91.56		 72.63   	-122.07		
 20.33   	 -66.12		 72.15   	-132.25		
 20.06   	 -30.52		 71.62   	-137.33		
 19.94   	 -30.52		 71.07   	-142.42		
 19.82   	 -30.52		 70.50   	-152.59		
 19.69   	 -20.35		 69.89   	-162.77		
 19.61   	 -10.17		 69.24   	-178.03		
 19.57   	 -10.17		 68.52   	-178.03		
 19.53   	  -5.09		 67.81   	-183.11		
 19.51   	   0.00		 67.08   	-178.03		
 19.51   	   5.09		 66.37   	-162.77		
 19.53   	  10.17		 65.72   	-147.51		
 19.57   	  10.17		 65.13   	-127.16		
 19.61   	  25.43		 64.62   	-111.90		
 19.72   	  30.52		 64.17   	-101.73		
 19.84   	  35.61		 63.76   	-101.73		
 19.98   	  35.61		 63.36   	-106.82		
 20.12   	  25.43		 62.93   	-122.07		
 20.22   	  20.35		 62.44   	-127.16		
 20.31   	   0.00		 61.93   	-127.16		
 20.31   	 -15.26		 61.42   	-122.07		
 20.24   	 -35.61		 60.94   	-116.99		
 20.10   	 -50.86		 60.47   	 -96.64		
 19.90   	 -55.95		 60.08   	 -91.56		
 19.67   	 -71.21		 59.71   	 -81.38		
 19.39   	 -71.21		 59.39   	 -71.21		
 19.10   	 -81.38		 59.10   	 -66.12		
 18.78   	 -81.38		 58.84   	 -66.12		
 18.45   	 -76.30		 58.58   	 -66.12		
 18.15   	 -76.30		 58.31   	 -66.12		
 17.84   	 -66.12		 58.05   	 -61.04		
 17.58   	 -55.95		 57.80   	 -55.95		
 17.35   	 -50.86		 57.58   	 -55.95		
 17.15   	 -40.69		 57.35   	 -55.95		
 16.99   	 -35.61		 57.13   	 -55.95		
 16.85   	 -30.52		 56.91   	 -55.95		
 16.72   	 -30.52		 56.68   	 -61.04		
 16.60   	 -25.43		 56.44   	 -55.95		
 16.50   	 -25.43		 56.22   	 -61.04		
 16.40   	 -30.52		 55.97   	 -61.04		
 16.28   	 -20.35		 55.73   	 -55.95		
 16.20   	 -20.35		 55.50   	 -61.04		
 16.11   	 -10.17		 55.26   	 -61.04		
 16.07   	   0.00		 55.02   	 -61.04		
 16.07   	  -5.09		 54.77   	 -55.95		
 16.05   	 -10.17		 54.55   	 -50.86		
 16.01   	 -15.26		 54.34   	 -50.86		
 15.95   	 -20.35		 54.14   	 -50.86		
 15.87   	 -25.43		 53.94   	 -50.86		
 15.77   	 -40.69		 53.73   	 -50.86		
 15.61   	 -40.69		 53.53   	 -45.78		
 15.44   	 -45.78		 53.35   	 -45.78		
 15.26   	 -45.78		 53.16   	 -45.78		
 15.08   	 -45.78		 52.98   	 -45.78		
 14.89   	 -45.78		 52.80   	 -45.78		
 14.71   	 -35.61		 52.61   	 -45.78		
 14.57   	 -35.61		 52.43   	 -55.95		
 14.43   	 -30.52		 52.21   	 -55.95		
 14.30   	 -30.52		 51.98   	 -61.04		
 14.18   	 -25.43		 51.74   	 -66.12		
 14.08   	 -25.43		 51.47   	 -66.12		
 13.98   	 -20.35		 51.21   	 -61.04		
 13.90   	 -15.26		 50.97   	 -61.04		
 13.84   	 -20.35		 50.72   	 -50.86		
 13.75   	 -30.52		 50.52   	 -45.78		
 13.63   	 -30.52		 50.34   	 -35.61		
 13.51   	 -35.61		 50.19   	 -35.61		
 13.37   	 -30.52		 50.05   	 -35.61		
 13.25   	 -30.52		 49.91   	 -40.69		
 13.12   	 -30.52		 49.75   	 -35.61		
 13.00   	 -25.43		 49.60   	 -45.78		
 12.90   	 -20.35		 49.42   	 -40.69		
 12.82   	 -20.35		 49.26   	 -45.78		
 12.74   	 -15.26		 49.07   	 -45.78		
 12.68   	 -15.26		 48.89   	 -40.69		
 12.61   	 -10.17		 48.73   	 -45.78		
 12.57   	 -10.17		 48.55   	 -45.78		
 12.53   	 -10.17		 48.36   	 -45.78		
 12.49   	 -10.17		 48.18   	 -45.78		
 12.45   	 -10.17		 48.00   	 -45.78		
 12.41   	  -5.09		 47.81   	 -40.69		
 12.39   	  -5.09		 47.65   	 -45.78		
 12.37   	 -10.17		 47.47   	 -40.69		
 12.33   	 -10.17		 47.30   	 -40.69		
 12.29   	  -5.09		 47.14   	 -35.61		
 12.27   	 -10.17		 47.00   	 -40.69		
 12.23   	 -10.17		 46.84   	 -35.61		
 12.19   	 -10.17		 46.69   	 -40.69		
 12.15   	  -5.09		 46.53   	 -30.52		
 12.13   	 -10.17		 46.41   	 -35.61		
 12.09   	 -10.17		 46.27   	 -30.52		
 12.04   	 -10.17		 46.14   	 -30.52		
 12.00   	  -5.09		 46.02   	 -30.52		
 11.98   	 -10.17		 45.90   	 -35.61		
 11.94   	 -10.17		 45.76   	 -30.52		
 11.90   	 -10.17		 45.64   	 -40.69		
 11.86   	 -10.17		 45.47   	 -35.61		
 11.82   	 -15.26		 45.33   	 -35.61		
 11.76   	 -10.17		 45.19   	 -30.52		
 11.72   	  -5.09		 45.07   	 -30.52		
 11.70   	  -5.09		 44.94   	 -30.52		
 11.68   	   5.09		 44.82   	 -30.52		
 11.70   	   5.09		 44.70   	 -30.52		
 11.72   	  10.17		 44.58   	 -30.52		
 11.76   	   5.09		 44.46   	 -35.61		
 11.78   	  10.17		 44.31   	 -30.52		
 11.82   	  10.17		 44.19   	 -35.61		
 11.86   	   5.09		 44.05   	 -30.52		
 11.88   	   5.09		 43.93   	 -30.52		
 11.90   	   0.00		 43.80   	 -35.61		
 11.90   	  -5.09		 43.66   	 -35.61		
 11.88   	  -5.09		 43.52   	 -30.52		
 11.86   	 -15.26		 43.40   	 -25.43		
 11.80   	 -10.17		 43.30   	 -30.52		
 11.76   	 -10.17		 43.17   	 -25.43		
 11.72   	 -15.26		 43.07   	 -30.52		
 11.66   	 -10.17		 42.95   	 -25.43		
 11.62   	 -10.17		 42.85   	 -25.43		
 11.58   	  -5.09		 42.75   	 -25.43		
 11.56   	  -5.09		 42.64   	 -25.43		
 11.54   	  -5.09		 42.54   	 -30.52		
 11.52(D)	   0.00		 42.42   	 -30.52		
 11.52   	  10.17		 42.30   	 -25.43		
 11.56   	  10.17		 42.20   	 -25.43		
 11.60   	  15.26		 42.10   	 -30.52		
 11.66   	  10.17		 41.97   	 -25.43		
 11.70   	  15.26		 41.87   	 -25.43		
 11.76   	  15.26		 41.77   	 -25.43		
 11.82   	  30.52		 41.67   	 -25.43		
 11.94   	  61.04		 41.57   	 -30.52		
 12.19   	  91.56		 41.44   	 -20.35		
 12.55   	  76.30		 41.36   	 -20.35		
 12.86   	   5.09		 41.28   	 -15.26		
 12.88   	 -45.78		 41.22   	 -20.35		
 12.70   	 -30.52		 41.14   	 -20.35		
 12.57   	  25.43		 41.06   	 -20.35		
 12.68   	  81.38		 40.98   	 -30.52		
 13.00   	 132.25		 40.85   	 -20.35		
 13.53   	 178.03		 40.77   	 -25.43		
 14.24   	 203.46		 40.67   	 -20.35		
 15.06   	 228.89		 40.59   	 -15.26		
 15.97   	 239.06		 40.53   	 -20.35		
 16.93   	 254.32		 40.45   	 -20.35		
 17.94   	 254.32		 40.37   	 -20.35		
 18.96   	 244.15		 40.28   	 -25.43		
 19.94   	 228.89		 40.18   	 -25.43		
 20.85   	 183.11		 40.08   	 -25.43		
 21.59   	 147.51		 39.98   	 -25.43		
 22.18   	 127.16		 39.88   	 -20.35		
 22.69   	 116.99		 39.80   	 -15.26		
 23.15   	  86.47		 39.74   	  -5.09		
 23.50   	  71.21		 39.72(D)	  10.17		
 23.78   	  55.95		 39.76   	  25.43		
 24.01   	  55.95		 39.86   	  45.78		
 24.23   	  55.95		 40.04   	  81.38		
 24.46   	  55.95		 40.37   	 122.07		
 24.68   	  66.12		 40.85   	 162.77		
 24.94   	  71.21		 41.51   	 208.54		
 25.23   	  81.38		 42.34   	 249.24		
 25.55   	  81.38		 43.34   	 269.58		
 25.88   	  86.47		 44.41   	 284.84		
 26.23   	  86.47		 45.55   	 284.84		
 26.57   	  86.47		 46.69   	 279.75		
 26.92   	  81.38		 47.81   	 269.58		
 27.24   	  71.21		 48.89   	 269.58		
 27.53   	  66.12		 49.97   	 269.58		
 27.79   	  61.04		 51.05   	 284.84		
 28.04   	  55.95		 52.19   	 300.10		
 28.26   	  45.78		 53.39   	 315.36		
 28.44   	  35.61		 54.65   	 335.71		
 28.59   	  35.61		 55.99   	 350.97		
 28.73   	  30.52		 57.40   	 356.05		
 28.85   	  30.52		 58.82   	 361.14		
 28.97   	  20.35		 60.26   	 366.22		
 29.05   	  25.43		 61.73   	 366.22		
 29.16   	  15.26		 63.19   	 366.22		
 29.22   	  15.26		 64.66   	 356.05		
 29.28   	  15.26		 66.08   	 340.79		
 29.34   	  20.35		 67.45   	 330.62		
 29.42   	  10.17		 68.77   	 315.36		
 29.46   	  10.17		 70.03   	 289.93		
 29.50   	  10.17		 71.19   	 274.67		
 29.54   	  10.17		 72.29   	 259.41		
 29.58(S)	   0.00		 73.33   	 239.06		
 29.58   	  -5.09		 74.28   	 218.72		
 29.56   	 -10.17		 75.16   	 213.63		
 29.52   	  -5.09		 76.01   	 203.46		
 29.50   	 -10.17		 76.83   	 188.20		
 29.46   	   0.00		 77.58   	 178.03		
 29.46   	  -5.09		 78.29   	 157.68		
 29.44   	   0.00		 78.92   	 137.33		
